relation_id,source_entity,target_entity,relation_type,confidence,attributes,source_file,content_hash,create_time
R_64ec49db,15000 RPM,滑动轴承,工序-参数控制,0.95,"{""direction"": ""控制"", ""strength"": ""强"", ""context"": ""典型工作转速""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,64ec49dbb2d42e5adfc981212efaf813,2025-07-26T10:26:16.284569
R_21fa842a,20 ℃,蒸馏水,材料-性能参数,0.95,"{""direction"": ""影响"", ""strength"": ""强"", ""context"": ""润滑工质温度""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,21fa842a080fa84c0e3a28c116adc5b7,2025-07-26T10:26:16.284569
R_3eb0ec13,化学蚀刻,30 μm,工序-参数控制,0.95,"{""direction"": ""控制"", ""strength"": ""强"", ""context"": ""槽深加工目标""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,3eb0ec1303c5c6d6979a247ffdd2e881,2025-07-26T10:26:16.284569
R_628f64f9,PJB,0.188~0.364,产品-技术指标,0.9,"{""direction"": ""PJB具有"", ""strength"": ""强"", ""context"": ""PJB的偏心率范围""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,628f64f9ca1023e996ce1784cacd80bc,2025-07-26T10:26:16.284569
R_5590c977,HGJB,0.157~0.284,产品-技术指标,0.9,"{""direction"": ""HGJB具有"", ""strength"": ""强"", ""context"": ""HGJB的偏心率范围""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,5590c977b725755bb1050643428c610f,2025-07-26T10:26:16.284569
R_e14ce113,HGJB,40.13 μm,产品-技术指标,0.9,"{""direction"": ""HGJB具有"", ""strength"": ""强"", ""context"": ""x方向涡动幅度""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,e14ce113fa933f0871fd2cfbf91973c8,2025-07-26T10:26:16.284569
R_05023cd5,PJB,57.01 μm,产品-技术指标,0.9,"{""direction"": ""PJB具有"", ""strength"": ""强"", ""context"": ""x方向涡动幅度""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,05023cd5d8c73d71a3713b5259e292d2,2025-07-26T10:26:16.284569
R_ef88cd83,HGJB,37.98 μm,产品-技术指标,0.9,"{""direction"": ""HGJB具有"", ""strength"": ""强"", ""context"": ""y方向涡动幅度""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,ef88cd83d903fe67f81dcef328daa9b9,2025-07-26T10:26:16.284569
R_4bbf06c4,PJB,50.03 μm,产品-技术指标,0.9,"{""direction"": ""PJB具有"", ""strength"": ""强"", ""context"": ""y方向涡动幅度""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,4bbf06c4fd095b808c4e380255a82be6,2025-07-26T10:26:16.284569
R_fef92050,激光位移传感器,轴颈,检测-零件位置,0.9,"{""direction"": ""用于检测"", ""strength"": ""强"", ""context"": ""轴颈位移监测""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,fef9205013a51ccedc232be2faa8b1ee,2025-07-26T10:26:16.284569
R_6b7c76fc,三坐标测量仪,圆柱度,检测-缺陷发现,0.9,"{""direction"": ""用于测量"", ""strength"": ""强"", ""context"": ""轴颈圆柱度测试""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,6b7c76fcaa19bc3f36f0c12cfbdc9ec2,2025-07-26T10:26:16.284569
R_7dfb7a72,HGJB,人字形微槽,产品-特征包含,0.9,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""HGJB结构特征""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,7dfb7a72bf4612da4b568fece96a47f2,2025-07-26T10:26:16.284569
R_de7307a9,PJB,HGJB,产品-性能对比,0.9,"{""direction"": ""优于"", ""strength"": ""强"", ""context"": ""稳定性对比""}",基于人字形微槽的微型泵动压滑动轴承稳定性优化研究_洪涛.pdf,de7307a9ea6cb91c43156ad345331a20,2025-07-26T10:26:16.284569
R_afb02ae4,激光熔覆,CuSn12Ni2,工艺使用关系,0.97,"{""direction"": ""工艺→材料"", ""strength"": ""强"", ""context"": ""在42CrMoA基材上制备CuSn12Ni2涂层""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,afb02ae453be6a95ec217c198fd3972c,2025-07-26T10:27:26.025616
R_b21adb3c,风电滑动轴承,CuSn12Ni2激光熔覆涂层,层次包含关系,0.96,"{""direction"": ""产品→零件"", ""strength"": ""强"", ""context"": ""涂层作为轴承耐磨层""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,b21adb3cd67942fe1b422fc282f5531f,2025-07-26T10:27:26.025616
R_d9dc8d9c,孔隙率,摩擦磨损性能,质量控制关系,0.95,"{""direction"": ""参数→性能"", ""strength"": ""中等"", ""context"": ""孔隙率影响涂层的摩擦系数和磨损率""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,d9dc8d9cfb2ebd3713dc2345a6cefa96,2025-07-26T10:27:26.025616
R_9f70ab36,HRS-2M型往复摩擦试验机,摩擦磨损试验,设备-工序执行,0.98,"{""direction"": ""设备→工序"", ""strength"": ""强"", ""context"": ""用于测试不同孔隙率涂层的摩擦性能""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,9f70ab368f66da3ecebc55f8b4785e02,2025-07-26T10:27:26.025616
R_bcfed75f,ABAQUS,摩擦磨损过程模拟,设备-工序执行,0.97,"{""direction"": ""软件→分析"", ""strength"": ""强"", ""context"": ""基于UMESHMOTION子程序进行仿真""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,bcfed75f4f102d6768138c5f3c23308e,2025-07-26T10:27:26.025616
R_9c2fd2c6,10 N载荷,接触应力366 MPa,参数控制关系,0.96,"{""direction"": ""输入→输出"", ""strength"": ""中等"", ""context"": ""载荷与接触应力的对应关系""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,9c2fd2c68a7a2a01f3953cf3f29b6302,2025-07-26T10:27:26.025616
R_1afc5df9,黏着磨损,低孔隙率涂层,质量控制关系,0.94,"{""direction"": ""缺陷→材料"", ""strength"": ""中等"", ""context"": ""主要出现在孔隙率0.28%的涂层""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,1afc5df9f05b59c5fe6e76d096be4f99,2025-07-26T10:27:26.025616
R_05085296,磨粒磨损,高孔隙率涂层,质量控制关系,0.94,"{""direction"": ""缺陷→材料"", ""strength"": ""中等"", ""context"": ""主要出现在孔隙率0.90%的涂层""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,050852964aff2425de9f67bee8a16049,2025-07-26T10:27:26.025616
R_d7ccb77f,油润滑,磨损率降低,质量控制关系,0.95,"{""direction"": ""条件→效果"", ""strength"": ""强"", ""context"": ""润滑条件显著改善磨损性能""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,d7ccb77f21fc5429bcda6f0177f00238,2025-07-26T10:27:26.025616
R_3837d690,载荷增大,孔隙率影响减弱,参数控制关系,0.93,"{""direction"": ""参数→效应"", ""strength"": ""中等"", ""context"": ""30N载荷时孔隙率影响不显著""}",孔隙率对风电滑动轴承激光熔覆涂层摩擦磨损性能的影响_张益林.pdf,3837d6906d400aa8bcf9a96a5669ed2d,2025-07-26T10:27:26.025616
R_4e5a7c1e,滑动轴承,自润滑滑动轴承,层次包含关系,1.0,"{""direction"": ""子类"", ""strength"": ""强"", ""context"": ""自润滑滑动轴承是滑动轴承的一种""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,4e5a7c1e52e9ebb54a2d9df140c4c326,2025-07-26T10:29:16.018898
R_01c7d9ca,自润滑滑动轴承,轴承衬,层次包含关系,1.0,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""自润滑滑动轴承包含自润滑层(轴承衬)""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,01c7d9caded4272b70788d06aebefdb1,2025-07-26T10:29:16.018898
R_9ddb82c2,水热合成法,r-GO/TiO2,工艺加工关系,1.0,"{""direction"": ""生产"", ""strength"": ""强"", ""context"": ""水热合成法用于制备r-GO/TiO2复合材料""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,9ddb82c2a0505ae3d0ddc6b5639f0b13,2025-07-26T10:29:16.018898
R_a501f13e,环氧树脂(EP),r-GO/TiO2/EP,工艺使用关系,1.0,"{""direction"": ""原料"", ""strength"": ""强"", ""context"": ""环氧树脂作为基体材料用于制备复合材料""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,a501f13e42d991faeac43e0403112647,2025-07-26T10:29:16.018898
R_0967fb27,M-200型环块摩擦试验机,摩擦系数,质量控制关系,1.0,"{""direction"": ""测量"", ""strength"": ""强"", ""context"": ""摩擦试验机用于测量材料的摩擦系数""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,0967fb2779d0fdb9785dfadfb462cad0,2025-07-26T10:29:16.018898
R_1e583c58,ABAQUS,应力分析,质量控制关系,1.0,"{""direction"": ""模拟"", ""strength"": ""强"", ""context"": ""ABAQUS用于模拟轴承的应力分布""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,1e583c584d1bd0d7fab34ce94e026707,2025-07-26T10:29:16.018898
R_8de71426,表面织构,摩擦学性能,质量控制关系,1.0,"{""direction"": ""改善"", ""strength"": ""中"", ""context"": ""表面织构可以提升轴承的摩擦学性能""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,8de71426a000db9e600a61b25c60c7aa,2025-07-26T10:29:16.018898
R_ebbe3697,r-GO/TiO2,EP,工艺使用关系,1.0,"{""direction"": ""增强"", ""strength"": ""强"", ""context"": ""r-GO/TiO2作为增强相加入EP基体""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,ebbe36979fd7021ca4352eb3940af12b,2025-07-26T10:29:16.018898
R_98d2c8aa,粘着磨损,纯EP,质量控制关系,1.0,"{""direction"": ""表现"", ""strength"": ""强"", ""context"": ""纯EP主要表现为粘着磨损""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,98d2c8aa0f3531ef93e89c7ef405579e,2025-07-26T10:29:16.018898
R_92e47912,磨粒磨损,r-GO/TiO2/EP,质量控制关系,1.0,"{""direction"": ""表现"", ""strength"": ""强"", ""context"": ""复合材料主要表现为磨粒磨损""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,92e47912e9571d92de1aba846ef57bb2,2025-07-26T10:29:16.018898
R_737b9e82,PTFE,自润滑轴承,材料使用,0.95,"{""direction"": ""材料→产品"", ""strength"": ""强"", ""context"": ""作为主要自润滑材料""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,737b9e826f7bee10afc458e005ef38a0,2025-07-26T10:29:16.018898
R_40c97c6b,碳纤维,PTFE复合材料,增强关系,0.94,"{""direction"": ""增强材料→基体"", ""strength"": ""中强"", ""context"": ""提高机械性能""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,40c97c6bcd902b4d835c9ece8f77f504,2025-07-26T10:29:16.018898
R_db70d928,DLC涂层,滑动轴承,表面处理,0.93,"{""direction"": ""涂层→基体"", ""strength"": ""强"", ""context"": ""改善润滑性能""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,db70d9280b62740e68c7287d71cfd41d,2025-07-26T10:29:16.018898
R_98ddca5d,纳米Al2O3,环氧树脂,填料添加,0.94,"{""direction"": ""填料→基体"", ""strength"": ""中强"", ""context"": ""提高耐磨性""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,98ddca5d8a507f96fa1a254a516a86ad,2025-07-26T10:29:16.018898
R_7cad95c3,铜-塑自润滑复合材料,镶嵌型滑动轴承,材料应用,0.95,"{""direction"": ""材料→产品"", ""strength"": ""强"", ""context"": ""作为轴承衬材料""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,7cad95c379f89c0e88802b53f14d42ac,2025-07-26T10:29:16.018898
R_542b453b,聚合物基自润滑材料,自润滑轴承,材料构成,0.96,"{""direction"": ""材料→产品"", ""strength"": ""强"", ""context"": ""主要功能材料""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,542b453b8c901c2bc44049ae86772df7,2025-07-26T10:29:16.018898
R_ea393388,镍基自润滑材料,金属基自润滑轴承,材料应用,0.95,"{""direction"": ""材料→产品"", ""strength"": ""强"", ""context"": ""高温应用""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,ea39338803460f3395b0b69ec8677182,2025-07-26T10:29:16.018898
R_6c8065c3,纳米TiO2,PTFE复合材料,填料添加,0.94,"{""direction"": ""填料→基体"", ""strength"": ""中强"", ""context"": ""改善摩擦性能""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,6c8065c3b9f93680a928a5c771eee156,2025-07-26T10:29:16.018898
R_0b88f7f3,PEEK,PTFE复合材料,共混改性,0.93,"{""direction"": ""改性剂→基体"", ""strength"": ""中强"", ""context"": ""提高机械强度""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,0b88f7f3c719cc64e55c4b72b841677d,2025-07-26T10:29:16.018898
R_22af73e3,三维石墨烯,自润滑材料,新型材料应用,0.92,"{""direction"": ""新材料→传统材料"", ""strength"": ""中"", ""context"": ""前沿研究""}",新型自润滑滑动轴承仿真分析及摩擦磨损研究_李昱辰.pdf,22af73e3dc7d13037baf94da2ae63cd6,2025-07-26T10:29:16.018898
R_86caeafe,左右时，在富Al 侧存在三元共晶转变：L,α ( Al ) +β ( Si ) +θ (CuAl2 )，因此在合金,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",铝铜基农用滑动轴承材料研究_张朝阳.pdf,86caeafee907be9b99b71a7f1d3626c7,2025-07-26T10:30:01.158467
R_80c9f3bb,PEEK复合材料,滑动轴承,材料应用,0.95,"{""direction"": ""正向"", ""strength"": ""主要材料"", ""context"": ""风电轴承应用""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,80c9f3bbe52affe8b09a831310b680c7,2025-07-26T10:44:11.971673
R_e3101362,注塑成型,PEEK复合材料,工艺加工,0.9,"{""direction"": ""正向"", ""strength"": ""主要工艺"", ""context"": ""制备复杂结构产品""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,e31013622e74805594b15d52f3746699,2025-07-26T10:44:11.971673
R_76795407,150-160℃,注塑成型,参数控制,0.85,"{""direction"": ""正向"", ""strength"": ""关键参数"", ""context"": ""烘干处理温度""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,76795407ad0f042c0c2e30b838471c3d,2025-07-26T10:44:11.971673
R_ee754dc5,碳纤维(CF),PEEK复合材料,材料改性,0.9,"{""direction"": ""正向"", ""strength"": ""增强组分"", ""context"": ""纤维增强改性""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,ee754dc5aea090266af36a12701ecba5,2025-07-26T10:44:11.971673
R_631cc6ab,热压成型,滑动轴承,工艺加工,0.85,"{""direction"": ""正向"", ""strength"": ""可选工艺"", ""context"": ""平面制品制备""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,631cc6ab2bbaae219e6e4dc4883f877a,2025-07-26T10:44:11.971673
R_1b9fa490,激光处理,25MPa,质量控制,0.8,"{""direction"": ""正向"", ""strength"": ""效果提升"", ""context"": ""界面结合强度增强""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,1b9fa490b3811d8eb80cd40e4cc76985,2025-07-26T10:44:11.971673
R_49612930,混合粉末,注塑机熔化,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,496129309c562cdc36ec49f623276e26,2025-07-26T10:44:11.971673
R_253113d5,原料,预处理后的模具,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,253113d589337e54bd36cc346c1df381,2025-07-26T10:44:11.971673
R_5aaaa96f,预浸料／预混料,放入模具,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,5aaaa96f52596d6d56d2f6c5b81c71da,2025-07-26T10:44:11.971673
R_c90ab4cc,温,固化成型［２６］,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,c90ab4ccee6ed9b22eb7a4abc20b87db,2025-07-26T10:44:11.971673
R_ee393128,预浸带预热,缠绕于芯模,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,ee3931281d9644ff85dae2fe7bd653ba,2025-07-26T10:44:11.971673
R_e799d894,点,预浸料逐层黏合成型［２７］,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,e799d894fd557c99dc45def6f997d605,2025-07-26T10:44:11.971673
R_44efc6fc,粉末喷涂,加速沉积,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,44efc6fc0e61842cad688ea91922150e,2025-07-26T10:44:11.971673
R_b32d1a91,面,形成涂层［２８］,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,b32d1a91c4a55a8d542cd1363d61bde0,2025-07-26T10:44:11.971673
R_9c62204e,注入氧－乙炔火焰中,有孔隙的涂层,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,9c62204e27569e6d77510f2340916fbe,2025-07-26T10:44:11.971673
R_28a60569,激光后处理,致密微观涂层结构［２９］,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,28a605691802258244d810be63de8474,2025-07-26T10:44:11.971673
R_b02bd00b,基体喷砂,模压成型实现连接,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,b02bd00b9b2fb4b0a60c6c7ff34d6ab5,2025-07-26T10:44:11.971673
R_5e214fd9,基底喷丸,注塑成型实现连接,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,5e214fd95c7b77bdd090408ff05692d2,2025-07-26T10:44:11.971673
R_fb87a23e,基底砂纸打磨,注射成型,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,fb87a23eb78da449efb269a6556dde9e,2025-07-26T10:44:11.971673
R_d9736818,清洗预刻蚀基底,水合肼溶液浸泡、等离子体气相法,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,d97368184b533bb5e1bea4ebbe3a5ce5,2025-07-26T10:44:11.971673
R_27388814,沉积,模压成型,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,2738881462aa01f22203f2478f026e16,2025-07-26T10:44:11.971673
R_ecaac0a3,阳极氧化和添加席夫碱金属配合物,热压成型,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,ecaac0a3841c95172cf174f1028a0560,2025-07-26T10:44:11.971673
R_a86d8f98,树脂预涂,碳纳米管加固,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,a86d8f98aba8435836cb977f85c89e92,2025-07-26T10:44:11.971673
R_7807328e,表面激光处理,施压并保压处理,工序-前后顺序,0.9,"{""direction"": ""前后"", ""strength"": ""强"", ""context"": ""工艺流程""}",PEEK复合材料及其在风电滑动轴承中的应用_禹程洪.pdf,7807328ebe187b3b1c3f7bd156946d66,2025-07-26T10:44:11.971673
R_36568f85,径向滑动轴承,主轴瓦,产品-零件包含,0.9,"{""direction"": ""包含"", ""strength"": ""强"", ""context"": ""试验台主轴用轴承""}",基于TRIZ的变载荷滑动轴承试验台创新设计_刘晟杰.pdf,36568f85c3fe2c796a9ecfdaecff6ea7,2025-07-26T10:45:07.667041
R_e387c88f,滚珠丝杠,加载系统,零件-系统归属,0.85,"{""direction"": ""属于"", ""strength"": ""中"", ""context"": ""载荷施加机构""}",基于TRIZ的变载荷滑动轴承试验台创新设计_刘晟杰.pdf,e387c88f68d5db4ede2b088d0fe68e55,2025-07-26T10:45:07.667041
R_c78bea82,弹簧,载荷转换,零件-功能实现,0.8,"{""direction"": ""实现"", ""strength"": ""中"", ""context"": ""将运动转换为载荷""}",基于TRIZ的变载荷滑动轴承试验台创新设计_刘晟杰.pdf,c78bea822748e4e5412889fbd749c3d7,2025-07-26T10:45:07.667041
R_83d8a00f,伺服电机,滚珠丝杠,设备-驱动关系,0.85,"{""direction"": ""驱动"", ""strength"": ""强"", ""context"": ""加载系统动力传递""}",基于TRIZ的变载荷滑动轴承试验台创新设计_刘晟杰.pdf,83d8a00fc19b8b663575361e62cc60ce,2025-07-26T10:45:07.667041
R_f0336be8,编码器,伺服电机,检测-控制关系,0.8,"{""direction"": ""反馈"", ""strength"": ""中"", ""context"": ""位置闭环控制""}",基于TRIZ的变载荷滑动轴承试验台创新设计_刘晟杰.pdf,f0336be8818687c37830bbc05b887636,2025-07-26T10:45:07.667041
R_77efdc64,仿真验证,加载机构,工艺-验证关系,0.9,"{""direction"": ""验证"", ""strength"": ""强"", ""context"": ""虚拟样机验证""}",基于TRIZ的变载荷滑动轴承试验台创新设计_刘晟杰.pdf,77efdc64619793119b11ea70b9c8b949,2025-07-26T10:45:07.667041
R_36f7d7f9,钻削,滑动轴承,工序-零件加工,0.95,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""横孔加工工序""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,36f7d7f9ee0b09862d2d20c91b11e7bd,2025-07-26T10:46:25.337048
R_0bf38526,车削,滑动轴承,工序-零件加工,0.95,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""外圆精加工""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,0bf385261c01db5b5bb361ac344d12dc,2025-07-26T10:46:25.337048
R_fec75baa,X8126C工具铣床,钻削,设备-工序执行,0.93,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""横孔钻孔加工""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,fec75baaca9406aa80752c6937e99e41,2025-07-26T10:46:25.337048
R_92dfbe8e,CA6140车床,车削,设备-工序执行,0.93,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""外圆车削加工""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,92dfbe8ec2c3ae424f56b50a7cfe51d2,2025-07-26T10:46:25.337048
R_5b31c576,毛刺高度60μm,滑动轴承,缺陷-零件位置,0.9,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""横孔出口处""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,5b31c57641a6af1bcf2b832dc97c3fcb,2025-07-26T10:46:25.337048
R_b7734c64,进给量0.042mm/r,钻削,工序-参数控制,0.98,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""最优钻削参数""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,b7734c64e7b9e05a1588ee2efe0a54f6,2025-07-26T10:46:25.337048
R_cee6b17f,W6Mo5Cr4V2高速钢,钻削,工序-材料使用,0.96,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""钻头材料""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,cee6b17f077de1b069ffc54c159bb41b,2025-07-26T10:46:25.337048
R_c3c7b90c,PCD刀具,车削,工序-装备使用,0.95,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""外圆车削刀具""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,c3c7b90cf5813fac9fa79faeb3184805,2025-07-26T10:46:25.337048
R_61340bb3,钻削,钻削毛刺,工艺加工关系,0.9,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""钻削过程中形成毛刺""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,61340bb3701cb49bb1c87f1f84712142,2025-07-26T10:46:25.337048
R_fda12217,车削,车削毛刺,工艺加工关系,0.9,"{""direction"": ""正向"", ""strength"": ""强"", ""context"": ""车削过程中形成毛刺""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,fda122174d03cd8b3f705f49c3bf1955,2025-07-26T10:46:25.337048
R_651d15e3,进给量0.042mm/r,钻削毛刺,参数控制关系,0.85,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""进给量影响毛刺高度""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,651d15e3296c6bd55ee263bff28c467c,2025-07-26T10:46:25.337048
R_9db71588,钻削速度8.82m/min,钻削毛刺,参数控制关系,0.85,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""钻削速度影响毛刺高度""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,9db71588f9f6072febb3d889493d41b7,2025-07-26T10:46:25.337048
R_8f5e4256,进给量0.05mm/r,车削毛刺,参数控制关系,0.85,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""进给量显著影响车削毛刺高度""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,8f5e425629445dca91bf9e9315b0405d,2025-07-26T10:46:25.337048
R_6436d1b5,超景深显微镜,车削毛刺,质量控制关系,0.8,"{""direction"": ""正向"", ""strength"": ""中"", ""context"": ""用于检测毛刺形成部位""}",大批量精密加工滑动轴承中毛刺的抑制与形成机理研究_谷雨.pdf,6436d1b5890f9ae9f1314a71ad7ec72d,2025-07-26T10:46:25.337048
